,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,計算用ダミー,
-,-,16,2018/11/8 16:36,166-659-agekke,11140,乗客アプリ（地図から）,4734,553,9,1,,2018/11/8 16:42,2018/11/8 16:47,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 16:44,2018/11/8 16:44,2018/11/8 16:57,2018/11/8 16:57,,2018/11/8 16:36,0:04:55,0:04:55,,00,06,,,2018/11/8 16:36,2018/11/8 16:47,43412.691666666743412.6993055556,#N/A,,,
-,-,16,2018/11/8 16:41,064-537-BANANA 061-364-BANANA,11142,まちかど端末（店舗から）,0,43,11,2,,2018/11/8 16:45,2018/11/8 16:52,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 16:47,2018/11/8 16:47,2018/11/8 16:59,2018/11/8 16:59,,2018/11/8 16:41,0:06:57,0:13:54,,00,03,,,2018/11/8 16:41,2018/11/8 16:52,43412.695138888943412.7027777778,#N/A,,,
-,-,16,2018/11/8 16:50,022-590-GREEN 022-520-GREEN,11143,乗客アプリ（目的地から）,4966,651,9,2,,2018/11/8 16:56,2018/11/8 17:02,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 16:54,2018/11/8 16:54,2018/11/8 17:04,2018/11/8 17:04,,2018/11/8 16:50,0:05:56,0:11:52,,01,06,,,2018/11/8 16:50,2018/11/8 17:02,43412.701388888943412.7097222222,#N/A,,,
-,-,16,2018/11/8 16:50,104-719-SNOW,11144,乗客アプリ（目的地から）,5546,911,11,1,,2018/11/8 16:54,2018/11/8 16:57,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 16:52,2018/11/8 16:52,2018/11/8 17:02,2018/11/8 17:02,,2018/11/8 16:50,0:03:16,0:03:16,,01,04,,,2018/11/8 16:50,2018/11/8 16:57,43412.701388888943412.70625,#N/A,,,
-,-,16,2018/11/8 16:51,105-405-SNOW,11145,乗客アプリ（目的地から）,3162,965,1,1,,2018/11/8 16:56,2018/11/8 17:03,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/8 16:55,2018/11/8 16:55,2018/11/8 17:07,2018/11/8 17:07,,2018/11/8 16:51,0:06:57,0:06:57,,00,04,,,2018/11/8 16:51,2018/11/8 17:03,43412.702083333343412.7104166667,#N/A,,,
-,-,16,2018/11/8 16:52,018-417-RED,11146,まちかど端末（乗降ポイントから）,0,663,4,1,,2018/11/8 16:54,2018/11/8 17:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 16:54,2018/11/8 16:54,2018/11/8 17:14,2018/11/8 17:14,,2018/11/8 16:52,0:16:35,0:16:35,,00,01,,,2018/11/8 16:52,2018/11/8 17:10,43412.702777777843412.7152777778,#N/A,,,
-,-,16,2018/11/8 16:53,062-962-BANANA 064-538-BANANA 062-981-BANANA,11147,まちかど端末（店舗から）,0,284,8,3,,2018/11/8 16:57,2018/11/8 17:04,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/11/8 16:55,2018/11/8 16:55,2018/11/8 17:10,2018/11/8 17:10,,2018/11/8 16:53,0:07:00,0:21:00,,02,04,,,2018/11/8 16:53,2018/11/8 17:04,43412.703472222243412.7111111111,#N/A,,,
-,-,16,2018/11/8 16:54,064-427-BANANA 064-428-BANANA,11148,乗客アプリ（地図から）,1162,355,5,2,,2018/11/8 16:57,2018/11/8 17:06,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 16:59,2018/11/8 16:59,2018/11/8 17:13,2018/11/8 17:26,,2018/11/8 16:54,0:08:12,0:16:24,,00,03,,,2018/11/8 16:54,2018/11/8 17:06,43412.704166666743412.7125,#N/A,,,
-,-,16,2018/11/8 16:54,008-087-BLUE,11149,乗客アプリ（目的地から）,3405,609,7,1,,2018/11/8 17:02,2018/11/8 17:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 16:58,2018/11/8 16:58,2018/11/8 17:05,2018/11/8 17:05,,2018/11/8 16:54,0:06:15,0:06:15,,04,08,,,2018/11/8 16:54,2018/11/8 17:08,43412.704166666743412.7138888889,#N/A,,,
-,-,16,2018/11/8 16:57,062-923-BANANA 062-920-BANANA,11150,乗客アプリ（目的地から）,5365,815,2,2,,2018/11/8 17:05,2018/11/8 17:10,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 17:03,2018/11/8 17:03,2018/11/8 17:14,2018/11/8 17:14,,2018/11/8 16:57,0:05:05,0:10:10,,02,08,,,2018/11/8 16:57,2018/11/8 17:10,43412.7062543412.7152777778,#N/A,,,
★,☆,16,2018/11/8 16:57,063-415-BANANA,11151,乗客アプリ（地図から）,5363,973,5,1,2018/11/8 16:58,,,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 17:07,,2018/11/8 17:33,,2018/11/8 17:07,2018/11/8 17:07,0:00:00,0:00:00,,00,00,,,2018/11/8 16:57,1900/1/0 0:00,43412.706250,#N/A,,,
-,☆,16,2018/11/8 16:39,064-537-BANANA 061-364-BANANA,11141,まちかど端末（店舗から）,0,585,10,2,2018/11/8 16:40,,,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 16:47,,2018/11/8 16:59,,,2018/11/8 16:39,0:00:00,0:00:00,,00,07,,,2018/11/8 16:39,1900/1/0 0:00,43412.693750,#N/A,,,
★,-,17,2018/11/8 16:09,112-251-SUN,11125,乗客アプリ（目的地から）,5517,746,3,1,,2018/11/8 17:10,2018/11/8 17:17,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 17:09,2018/11/8 17:09,2018/11/8 17:27,2018/11/8 17:27,2018/11/8 17:09,2018/11/8 17:09,0:07:36,0:07:36,510,00,00,12,06,2018/11/8 16:09,2018/11/8 17:17,43412.672916666743412.7201388889,#N/A,,,
-,-,17,2018/11/8 17:05,060-252-BANANA 060-254-BANANA,11152,乗客アプリ（地図から）,2963,16,8,2,,2018/11/8 17:09,2018/11/8 17:24,35.441002 139.650809,横浜元町ショッピングストリート,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 17:08,2018/11/8 17:08,2018/11/8 17:31,2018/11/8 17:31,,2018/11/8 17:05,0:14:54,0:29:48,,00,04,,,2018/11/8 17:05,2018/11/8 17:24,43412.711805555643412.725,#N/A,,,
-,-,17,2018/11/8 17:05,019-613-RED,11153,乗客アプリ（地図から）,3880,492,5,1,,2018/11/8 17:07,2018/11/8 17:18,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/8 17:07,2018/11/8 17:07,2018/11/8 17:21,2018/11/8 17:21,,2018/11/8 17:05,0:10:50,0:10:50,,00,01,,,2018/11/8 17:05,2018/11/8 17:18,43412.711805555643412.7208333333,#N/A,,,
-,-,17,2018/11/8 17:06,105-583-SNOW,11154,まちかど端末（店舗から）,0,95,6,1,,2018/11/8 17:13,2018/11/8 17:33,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 17:16,2018/11/8 17:16,2018/11/8 17:35,2018/11/8 17:40,,2018/11/8 17:06,0:20:16,0:20:16,,00,06,,,2018/11/8 17:06,2018/11/8 17:33,43412.712543412.73125,#N/A,,,
★,-,17,2018/11/8 17:07,072-011-ORANGE,11156,乗客アプリ（目的地から）,4054,528,6,1,,2018/11/8 17:12,2018/11/8 17:26,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/8 17:17,2018/11/8 17:17,2018/11/8 17:27,2018/11/8 17:27,2018/11/8 17:17,2018/11/8 17:17,0:13:20,0:13:20,,00,00,,,2018/11/8 17:07,2018/11/8 17:26,43412.713194444443412.7263888889,#N/A,,,
-,-,17,2018/11/8 17:10,031-790-YELLOW,11159,まちかど端末（店舗から）,0,793,11,1,,2018/11/8 17:12,2018/11/8 17:19,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/8 17:13,2018/11/8 17:13,2018/11/8 17:25,2018/11/8 17:25,,2018/11/8 17:10,0:06:54,0:06:54,,00,01,,,2018/11/8 17:10,2018/11/8 17:19,43412.715277777843412.7215277778,#N/A,,,
★,-,17,2018/11/8 17:14,022-497-GREEN 022-496-GREEN 022-495-GREEN,11161,乗客アプリ（目的地から）,3325,516,11,3,,2018/11/8 17:29,2018/11/8 17:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/8 17:24,2018/11/8 17:24,2018/11/8 17:51,2018/11/8 17:51,2018/11/8 17:24,2018/11/8 17:24,0:26:36,1:19:48,,05,05,,,2018/11/8 17:14,2018/11/8 17:56,43412.718055555643412.7472222222,#N/A,,,
-,-,17,2018/11/8 17:15,019-473-RED,11162,まちかど端末（乗降ポイントから）,0,230,10,1,,2018/11/8 17:18,2018/11/8 17:28,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 17:17,2018/11/8 17:17,2018/11/8 17:29,2018/11/8 17:32,,2018/11/8 17:15,0:09:27,0:09:27,,01,03,,,2018/11/8 17:15,2018/11/8 17:28,43412.7187543412.7277777778,#N/A,,,
-,-,17,2018/11/8 17:16,111-371-SUN,11163,乗客アプリ（目的地から）,2378,768,9,1,,2018/11/8 17:18,2018/11/8 17:24,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 17:18,2018/11/8 17:18,2018/11/8 17:33,2018/11/8 17:33,,2018/11/8 17:16,0:05:40,0:05:40,,00,02,,,2018/11/8 17:16,2018/11/8 17:24,43412.719444444443412.725,#N/A,,,
-,-,17,2018/11/8 17:18,029-571-GREEN,11165,まちかど端末（乗降ポイントから）,0,308,7,1,,2018/11/8 17:27,2018/11/8 17:53,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 17:24,2018/11/8 17:26,2018/11/8 17:35,2018/11/8 17:46,,2018/11/8 17:18,0:25:50,0:25:50,,03,09,,,2018/11/8 17:18,2018/11/8 17:53,43412.720833333343412.7451388889,#N/A,,,
-,-,17,2018/11/8 17:19,063-415-BANANA,11167,乗客アプリ（地図から）,5363,569,5,1,,2018/11/8 17:31,2018/11/8 17:44,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 17:30,2018/11/8 17:30,2018/11/8 17:49,2018/11/8 17:49,,2018/11/8 17:19,0:13:33,0:13:33,,01,11,,,2018/11/8 17:19,2018/11/8 17:44,43412.721527777843412.7388888889,肯定的,,,
-,-,17,2018/11/8 17:20,018-545-RED 018-544-RED 018-543-RED,11169,まちかど端末（店舗から）,0,338,4,3,,2018/11/8 17:27,2018/11/8 17:32,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/8 17:27,2018/11/8 17:27,2018/11/8 17:37,2018/11/8 17:37,,2018/11/8 17:20,0:04:57,0:14:51,,00,07,,,2018/11/8 17:20,2018/11/8 17:32,43412.722222222243412.7305555556,#N/A,,,
★,-,17,2018/11/8 17:24,015-527-RED,11170,乗客アプリ（地図から）,5549,798,7,1,,2018/11/8 17:36,2018/11/8 18:02,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 17:34,2018/11/8 17:34,2018/11/8 17:57,2018/11/8 18:03,2018/11/8 17:34,2018/11/8 17:34,0:25:57,0:25:57,,02,02,,,2018/11/8 17:24,2018/11/8 18:02,43412.72543412.7513888889,#N/A,,,
-,-,17,2018/11/8 17:24,024-923-GREEN,11171,まちかど端末（乗降ポイントから）,0,246,8,1,,2018/11/8 17:28,2018/11/8 17:33,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/8 17:28,2018/11/8 17:28,2018/11/8 17:38,2018/11/8 17:38,,2018/11/8 17:24,0:04:39,0:04:39,,00,03,,,2018/11/8 17:24,2018/11/8 17:33,43412.72543412.73125,#N/A,,,
-,-,17,2018/11/8 17:25,063-883-BANANA 063-887-BANANA 063-886-BANANA,11172,乗客アプリ（目的地から）,5476,451,10,3,,2018/11/8 17:28,2018/11/8 17:40,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/8 17:30,2018/11/8 17:30,2018/11/8 17:46,2018/11/8 17:46,,2018/11/8 17:25,0:11:40,0:35:00,,00,02,,,2018/11/8 17:25,2018/11/8 17:40,43412.725694444443412.7361111111,#N/A,,,
-,-,17,2018/11/8 17:26,167-404-CAKE,11173,乗客アプリWeb（目的地から）,5037,136,3,1,,2018/11/8 17:33,2018/11/8 17:45,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/8 17:32,2018/11/8 17:33,2018/11/8 17:41,2018/11/8 17:43,,2018/11/8 17:26,0:11:45,0:11:45,,01,06,,,2018/11/8 17:26,2018/11/8 17:45,43412.726388888943412.7395833333,#N/A,,,
-,-,17,2018/11/8 17:28,022-113-GREEN,11174,乗客アプリ（目的地から）,1325,106,9,1,,2018/11/8 17:38,2018/11/8 17:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/8 17:37,2018/11/8 17:37,2018/11/8 17:45,2018/11/8 17:48,,2018/11/8 17:28,0:04:20,0:04:20,,01,09,,,2018/11/8 17:28,2018/11/8 17:43,43412.727777777843412.7381944444,肯定的,,,
-,-,17,2018/11/8 17:29,063-968-BANANA,11175,乗客アプリ（地図から）,5493,398,6,1,,2018/11/8 17:35,2018/11/8 17:40,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 17:34,2018/11/8 17:34,2018/11/8 17:45,2018/11/8 17:45,,2018/11/8 17:29,0:05:18,0:05:18,,01,06,,,2018/11/8 17:29,2018/11/8 17:40,43412.728472222243412.7361111111,#N/A,,,
★,-,17,2018/11/8 17:29,015-610-RED,11176,乗客アプリ（目的地から）,1019,983,9,1,,2018/11/8 17:39,2018/11/8 17:45,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/8 17:39,2018/11/8 17:39,2018/11/8 17:54,2018/11/8 17:54,2018/11/8 17:39,2018/11/8 17:39,0:06:57,0:06:57,,00,00,,,2018/11/8 17:29,2018/11/8 17:45,43412.728472222243412.7395833333,#N/A,,,
-,-,17,2018/11/8 17:30,020-223-GREEN,11177,乗客アプリ（地図から）,5470,20,10,1,,2018/11/8 17:49,2018/11/8 18:01,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 17:50,2018/11/8 17:50,2018/11/8 18:08,2018/11/8 18:08,,2018/11/8 17:30,0:11:50,0:11:50,,00,19,,,2018/11/8 17:30,2018/11/8 18:01,43412.729166666743412.7506944444,肯定的,,,
-,-,17,2018/11/8 17:33,074-946-ORANGE 075-202-ORANGE,11180,乗客アプリ（簡単予約）,4614,417,8,2,,2018/11/8 17:37,2018/11/8 17:58,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 17:37,2018/11/8 17:37,2018/11/8 17:48,2018/11/8 17:51,,2018/11/8 17:33,0:20:57,0:41:54,,00,03,,,2018/11/8 17:33,2018/11/8 17:58,43412.7312543412.7486111111,肯定的,,,
-,-,17,2018/11/8 17:34,052-320-STRAWBERRY,11181,乗客アプリ（地図から）,2535,214,8,1,,2018/11/8 17:40,2018/11/8 18:09,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/8 17:41,2018/11/8 17:41,2018/11/8 18:03,2018/11/8 18:06,,2018/11/8 17:34,0:29:29,0:29:29,,00,06,,,2018/11/8 17:34,2018/11/8 18:09,43412.731944444443412.75625,#N/A,,,
-,-,17,2018/11/8 17:36,018-542-RED,11182,乗客アプリ（目的地から）,5550,938,7,1,,2018/11/8 17:45,2018/11/8 17:55,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 17:41,2018/11/8 17:41,2018/11/8 17:52,2018/11/8 17:52,,2018/11/8 17:36,0:09:57,0:09:57,,04,08,,,2018/11/8 17:36,2018/11/8 17:55,43412.733333333343412.7465277778,#N/A,,,
★,-,17,2018/11/8 17:37,024-927-GREEN 024-926-GREEN 024-925-GREEN 024-924-GREEN,11183,まちかど端末（店舗から）,0,986,9,4,,2018/11/8 17:59,2018/11/8 18:03,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 17:57,2018/11/8 17:57,2018/11/8 18:11,2018/11/8 18:11,2018/11/8 17:46,2018/11/8 17:46,0:04:42,0:18:48,,01,12,,,2018/11/8 17:37,2018/11/8 18:03,43412.734027777843412.7520833333,#N/A,,,
-,-,17,2018/11/8 17:39,026-214-GREEN 026-213-GREEN,11186,まちかど端末（店舗から）,0,98,8,2,,2018/11/8 18:02,2018/11/8 18:10,35.454389 139.630904,横浜ランドマークタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/8 17:55,2018/11/8 17:55,2018/11/8 18:07,2018/11/8 18:07,,2018/11/8 17:39,0:07:27,0:14:54,,07,23,,,2018/11/8 17:39,2018/11/8 18:10,43412.735416666743412.7569444444,#N/A,,,
-,-,17,2018/11/8 17:43,019-378-RED,11187,まちかど端末（店舗から）,0,507,6,1,,2018/11/8 17:45,2018/11/8 17:53,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 17:44,2018/11/8 17:44,2018/11/8 17:55,2018/11/8 17:55,,2018/11/8 17:43,0:07:20,0:07:20,,00,02,,,2018/11/8 17:43,2018/11/8 17:53,43412.738194444443412.7451388889,#N/A,,,
-,-,17,2018/11/8 17:44,064-427-BANANA 064-428-BANANA,11189,乗客アプリ（地図から）,1162,402,10,2,,2018/11/8 18:01,2018/11/8 18:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 18:08,2018/11/8 18:08,2018/11/8 18:16,2018/11/8 18:16,,2018/11/8 17:44,0:06:33,0:13:06,,00,17,,,2018/11/8 17:44,2018/11/8 18:08,43412.738888888943412.7555555556,#N/A,,,
-,-,17,2018/11/8 17:45,110-767-SUN,11190,乗客アプリ（地図から）,5506,777,11,1,,2018/11/8 18:18,2018/11/8 18:34,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441441 139.648505,横浜中華街朱雀門,2018/11/8 18:24,2018/11/8 18:24,2018/11/8 18:43,2018/11/8 18:43,,2018/11/8 17:45,0:15:37,0:15:37,,00,33,,,2018/11/8 17:45,2018/11/8 18:34,43412.739583333343412.7736111111,肯定的,,,
-,-,17,2018/11/8 17:48,019-567-RED,11192,まちかど端末（店舗から）,0,81,10,1,,2018/11/8 18:03,2018/11/8 18:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/8 18:09,2018/11/8 18:09,2018/11/8 18:24,2018/11/8 18:24,,2018/11/8 17:48,0:09:01,0:09:01,,00,14,,,2018/11/8 17:48,2018/11/8 18:12,43412.741666666743412.7583333333,#N/A,,,
-,-,17,2018/11/8 17:49,167-429-CAKE,11194,乗客アプリ（目的地から）,5469,22,9,1,,2018/11/8 18:12,2018/11/8 18:19,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/8 18:11,2018/11/8 18:11,2018/11/8 18:20,2018/11/8 18:19,,2018/11/8 17:49,0:06:30,0:06:30,,01,23,,,2018/11/8 17:49,2018/11/8 18:19,43412.742361111143412.7631944444,#N/A,,,
-,☆,17,2018/11/8 17:59,063-415-BANANA,11201,乗客アプリ（地図から）,5363,585,1,1,2018/11/8 17:59,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 18:21,,2018/11/8 18:28,,,2018/11/8 17:59,0:00:00,0:00:00,,00,,,,2018/11/8 17:59,1900/1/0 0:00,43412.74930555560,#N/A,,,※257行と同一人物と思われるため一番短い待ち時間を採用
★,☆,17,2018/11/8 16:14,028-256-GREEN,11130,乗客アプリ（簡単予約）,5543,40,9,1,2018/11/8 16:14,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 17:14,,2018/11/8 17:27,,2018/11/8 17:14,2018/11/8 17:14,0:00:00,0:00:00,,00,00,,,2018/11/8 16:14,1900/1/0 0:00,43412.67638888890,#N/A,,,
-,☆,17,2018/11/8 17:10,063-415-BANANA,11160,乗客アプリ（地図から）,5363,878,4,1,2018/11/8 17:11,,,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 17:16,,2018/11/8 17:35,,,2018/11/8 17:10,0:00:00,0:00:00,,00,05,,,2018/11/8 17:10,1900/1/0 0:00,43412.71527777780,#N/A,,,※255行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/11/8 17:19,018-542-RED,11168,まちかど端末（店舗から）,0,71,7,1,2018/11/8 17:28,,,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 17:25,,2018/11/8 17:36,,,2018/11/8 17:19,0:00:00,0:00:00,,00,09,,,2018/11/8 17:19,1900/1/0 0:00,43412.72152777780,#N/A,,,
★,☆,17,2018/11/8 17:33,104-719-SNOW,11179,乗客アプリ（目的地から）,5546,998,11,1,2018/11/8 17:48,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 17:43,,2018/11/8 17:48,,2018/11/8 17:43,2018/11/8 17:43,0:00:00,0:00:00,,00,05,,,2018/11/8 17:33,1900/1/0 0:00,43412.731250,#N/A,,,
★,☆,17,2018/11/8 17:37,070-784-ORANGE,11184,乗客アプリ（地図から）,1605,289,11,1,2018/11/8 17:37,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/8 18:20,,2018/11/8 18:34,,2018/11/8 17:47,2018/11/8 17:47,0:00:00,0:00:00,,00,33,,,2018/11/8 17:37,1900/1/0 0:00,43412.73402777780,#N/A,,,※261行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/11/8 17:38,070-784-ORANGE,11185,乗客アプリ（地図から）,1605,298,11,1,2018/11/8 17:38,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/8 18:20,,2018/11/8 18:34,,,2018/11/8 17:38,0:00:00,0:00:00,,00,,,,2018/11/8 17:38,1900/1/0 0:00,43412.73472222220,#N/A,,,※260行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/11/8 17:43,015-844-RED 017-709-RED,11188,まちかど端末（乗降ポイントから）,0,149,10,2,2018/11/8 17:44,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/8 18:14,,2018/11/8 18:27,,,2018/11/8 17:43,0:00:00,0:00:00,,00,30,,,2018/11/8 17:43,1900/1/0 0:00,43412.73819444440,#N/A,,,
-,☆,17,2018/11/8 17:46,063-968-BANANA,11191,乗客アプリ（地図から）,5493,117,6,1,2018/11/8 17:47,,,35.452963 139.642093,横浜赤レンガ倉庫,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/8 18:39,,2018/11/8 18:51,,,2018/11/8 17:46,0:00:00,0:00:00,,00,,,,2018/11/8 17:46,1900/1/0 0:00,43412.74027777780,#N/A,,,※264行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/11/8 17:48,063-968-BANANA,11193,乗客アプリ（地図から）,5493,256,5,1,2018/11/8 17:49,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 18:33,,2018/11/8 18:46,,,2018/11/8 17:48,0:00:00,0:00:00,,00,44,,,2018/11/8 17:48,1900/1/0 0:00,43412.74166666670,#N/A,,,※263行と同一人物と思われるため一番短い待ち時間を採用
★,☆,17,2018/11/8 17:50,024-930-GREEN 024-929-GREEN 024-931-GREEN 024-928-GREEN,11196,まちかど端末（乗降ポイントから）,0,563,6,4,2018/11/8 17:51,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 18:37,,2018/11/8 18:54,,2018/11/8 17:59,2018/11/8 17:59,0:00:00,0:00:00,,00,38,,,2018/11/8 17:50,1900/1/0 0:00,43412.74305555560,#N/A,,,※266行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/11/8 17:51,024-928-GREEN,11197,まちかど端末（乗降ポイントから）,0,963,6,1,2018/11/8 18:03,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 18:37,,2018/11/8 18:51,,,2018/11/8 17:51,0:00:00,0:00:00,,00,,,,2018/11/8 17:51,1900/1/0 0:00,43412.743750,#N/A,,,※265行と同一人物と思われるため一番短い待ち時間を採用
-,☆,17,2018/11/8 17:54,064-512-BANANA,11199,まちかど端末（店舗から）,0,866,5,1,2018/11/8 18:09,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:50,,2018/11/8 19:00,,,2018/11/8 17:54,0:00:00,0:00:00,,00,55,,,2018/11/8 17:54,1900/1/0 0:00,43412.74583333330,#N/A,,,
★,-,18,2018/11/8 17:07,024-922-GREEN 028-055-GREEN 024-921-GREEN 029-874-GREEN,11155,まちかど端末（店舗から）,0,330,2,4,,2018/11/8 18:12,2018/11/8 18:20,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/8 18:06,2018/11/8 18:06,2018/11/8 18:20,2018/11/8 18:18,2018/11/8 18:06,2018/11/8 18:06,0:08:29,0:33:56,420,05,05,12,06,2018/11/8 17:07,2018/11/8 18:20,43412.713194444443412.7638888889,#N/A,,,
