,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,11,2018/11/3 11:56,8897,まちかど端末（店舗から）,0,432,7,2,,2018/11/3 12:00,2018/11/3 12:12,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 12:01,2018/11/3 12:01,2018/11/3 12:14,2018/11/3 12:14,,2018/11/3 11:56,0:11:56,0:23:52,,00,04,,,2018/11/3 11:56,2018/11/3 12:12,43407.497222222243407.5083333333,#N/A,,,,
-,-,11,2018/11/3 11:56,8898,乗客アプリ（地図から）,4798,154,9,2,,2018/11/3 11:58,2018/11/3 12:05,35.452963 139.642093,横浜赤レンガ倉庫,35.445857 139.647636,ホテルモントレ横浜,2018/11/3 12:00,2018/11/3 12:00,2018/11/3 12:08,2018/11/3 12:08,,2018/11/3 11:56,0:06:43,0:13:26,,00,02,,,2018/11/3 11:56,2018/11/3 12:05,43407.497222222243407.5034722222,#N/A,,,,
-,☆,11,2018/11/3 11:09,8868,乗客アプリ（目的地から）,4547,380,8,1,2018/11/3 11:10,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 11:12,,2018/11/3 11:24,,,2018/11/3 11:09,0:00:00,0:00:00,,00,03,,,2018/11/3 11:09,1900/1/0 0:00,43407.46458333330,#N/A,,,,
★,☆,11,2018/11/3 11:25,8874,まちかど端末（乗降ポイントから）,0,676,5,1,2018/11/3 11:51,,,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/11/3 11:34,,2018/11/3 11:39,,2018/11/3 11:34,2018/11/3 11:34,0:00:00,0:00:00,,00,16,,,2018/11/3 11:25,1900/1/0 0:00,43407.47569444440,#N/A,,,,
-,☆,11,2018/11/3 11:28,8878,乗客アプリ（目的地から）,4825,879,7,1,2018/11/3 11:33,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/3 11:32,,2018/11/3 11:43,,,2018/11/3 11:28,0:00:00,0:00:00,,00,05,,,2018/11/3 11:28,1900/1/0 0:00,43407.47777777780,#N/A,,,,
-,☆,11,2018/11/3 11:33,8882,乗客アプリ（目的地から）,1450,989,8,2,2018/11/3 11:51,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 11:46,,2018/11/3 12:01,,,2018/11/3 11:33,0:00:00,0:00:00,,00,18,,,2018/11/3 11:33,1900/1/0 0:00,43407.481250,#N/A,,,,
-,☆,11,2018/11/3 11:39,8885,乗客アプリ（目的地から）,3600,733,4,1,2018/11/3 11:44,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 11:52,,2018/11/3 12:01,,,2018/11/3 11:39,0:00:00,0:00:00,,00,,,,2018/11/3 11:39,1900/1/0 0:00,43407.48541666670,#N/A,,※69行と同一人物と思われるため一番短いものを採用,,
-,☆,11,2018/11/3 11:42,8888,まちかど端末（店舗から）,0,99,7,2,2018/11/3 11:43,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 11:56,,2018/11/3 12:03,,,2018/11/3 11:42,0:00:00,0:00:00,,00,14,,,2018/11/3 11:42,1900/1/0 0:00,43407.48750,#N/A,,,,
-,☆,11,2018/11/3 11:46,8889,乗客アプリ（目的地から）,3600,369,4,1,2018/11/3 11:46,,,35.454389 139.630904,横浜ランドマークタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 11:55,,2018/11/3 11:59,,,2018/11/3 11:46,0:00:00,0:00:00,,00,09,,,2018/11/3 11:46,1900/1/0 0:00,43407.49027777780,#N/A,,※67行と同一人物と思われるため一番短いものを採用,,
★,-,12,2018/11/3 11:33,8883,まちかど端末（乗降ポイントから）,0,794,8,2,,2018/11/3 12:29,2018/11/3 12:40,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 12:32,2018/11/3 12:32,2018/11/3 12:47,2018/11/3 12:50,2018/11/3 12:32,2018/11/3 12:32,0:10:44,0:21:28,578,00,00,15,14,2018/11/3 11:33,2018/11/3 12:40,43407.4812543407.5277777778,#N/A,,,,
★,-,12,2018/11/3 11:50,8891,乗客アプリ（地図から）,4804,457,5,4,,2018/11/3 11:57,2018/11/3 12:08,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 12:00,2018/11/3 12:00,2018/11/3 12:20,2018/11/3 12:20,2018/11/3 12:00,2018/11/3 12:00,0:10:27,0:41:48,,00,00,,,2018/11/3 11:50,2018/11/3 12:08,43407.493055555643407.5055555556,#N/A,,,,
★,-,12,2018/11/3 11:53,8893,乗客アプリ（目的地から）,4817,602,8,2,,2018/11/3 12:02,2018/11/3 12:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443659 139.650847,横浜マリンタワー,2018/11/3 12:03,2018/11/3 12:03,2018/11/3 12:14,2018/11/3 12:14,2018/11/3 12:03,2018/11/3 12:03,0:09:16,0:18:32,,00,00,,,2018/11/3 11:53,2018/11/3 12:11,43407.495138888943407.5076388889,肯定的,,,,
-,-,12,2018/11/3 12:00,8899,乗客アプリ（目的地から）,4764,268,10,6,,2018/11/3 12:23,2018/11/3 12:30,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 12:25,2018/11/3 12:25,2018/11/3 12:41,2018/11/3 12:41,,2018/11/3 12:00,0:06:46,0:40:36,,00,23,,,2018/11/3 12:00,2018/11/3 12:30,43407.543407.5208333333,#N/A,,,,
-,-,12,2018/11/3 12:03,8901,まちかど端末（乗降ポイントから）,0,503,6,2,,2018/11/3 12:09,2018/11/3 12:27,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 12:13,2018/11/3 12:13,2018/11/3 12:33,2018/11/3 12:33,,2018/11/3 12:03,0:18:06,0:36:12,,00,05,,,2018/11/3 12:03,2018/11/3 12:27,43407.502083333343407.51875,#N/A,,,,
-,-,12,2018/11/3 12:04,8902,乗客アプリ（目的地から）,3600,216,5,1,,2018/11/3 12:13,2018/11/3 12:18,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 12:17,2018/11/3 12:17,2018/11/3 12:29,2018/11/3 12:29,,2018/11/3 12:04,0:05:27,0:05:27,,00,08,,,2018/11/3 12:04,2018/11/3 12:18,43407.502777777843407.5125,#N/A,,,,
★,-,12,2018/11/3 12:06,8903,乗客アプリ（地図から）,4836,115,7,2,,2018/11/3 12:21,2018/11/3 12:27,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/3 12:26,2018/11/3 12:26,2018/11/3 12:37,2018/11/3 12:31,2018/11/3 12:16,2018/11/3 12:16,0:05:54,0:11:48,,00,04,,,2018/11/3 12:06,2018/11/3 12:27,43407.504166666743407.51875,#N/A,,,,
-,-,12,2018/11/3 12:07,8904,乗客アプリ（目的地から）,4033,615,9,2,,2018/11/3 12:31,2018/11/3 12:38,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 12:36,2018/11/3 12:36,2018/11/3 12:47,2018/11/3 12:47,,2018/11/3 12:07,0:06:48,0:13:36,,00,24,,,2018/11/3 12:07,2018/11/3 12:38,43407.504861111143407.5263888889,#N/A,,,,
-,-,12,2018/11/3 12:11,8906,まちかど端末（店舗から）,0,876,8,2,,2018/11/3 12:19,2018/11/3 12:44,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 12:19,2018/11/3 12:19,2018/11/3 12:57,2018/11/3 12:57,,2018/11/3 12:11,0:25:28,0:50:56,,00,07,,,2018/11/3 12:11,2018/11/3 12:44,43407.507638888943407.5305555556,#N/A,,,,
-,-,12,2018/11/3 12:17,8909,まちかど端末（店舗から）,0,622,6,1,,2018/11/3 12:33,2018/11/3 12:39,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/3 12:36,2018/11/3 12:36,2018/11/3 12:41,2018/11/3 12:41,,2018/11/3 12:17,0:05:53,0:05:53,,00,16,,,2018/11/3 12:17,2018/11/3 12:39,43407.511805555643407.5270833333,#N/A,,,,
-,-,12,2018/11/3 12:20,8915,乗客アプリ（地図から）,3698,214,10,2,,2018/11/3 12:36,2018/11/3 12:47,35.450681 139.632446,横浜桜木町ワシントンホテル,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/3 12:42,2018/11/3 12:42,2018/11/3 12:51,2018/11/3 12:51,,2018/11/3 12:20,0:11:35,0:23:10,,00,15,,,2018/11/3 12:20,2018/11/3 12:47,43407.513888888943407.5326388889,#N/A,,,,
-,-,12,2018/11/3 12:22,8918,まちかど端末（店舗から）,0,410,7,2,,2018/11/3 12:37,2018/11/3 12:45,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 12:39,2018/11/3 12:39,2018/11/3 12:52,2018/11/3 12:52,,2018/11/3 12:22,0:07:35,0:15:10,,00,15,,,2018/11/3 12:22,2018/11/3 12:45,43407.515277777843407.53125,#N/A,,,,
-,-,12,2018/11/3 12:27,8920,乗客アプリ（地図から）,1769,631,2,2,,2018/11/3 12:38,2018/11/3 12:54,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.445857 139.647636,ホテルモントレ横浜,2018/11/3 12:39,2018/11/3 12:39,2018/11/3 12:54,2018/11/3 13:11,,2018/11/3 12:27,0:16:25,0:32:50,,00,11,,,2018/11/3 12:27,2018/11/3 12:54,43407.5187543407.5375,肯定的,,,,
-,-,12,2018/11/3 12:27,8921,まちかど端末（店舗から）,0,394,7,1,,2018/11/3 12:37,2018/11/3 12:48,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 12:40,2018/11/3 12:40,2018/11/3 12:58,2018/11/3 12:58,,2018/11/3 12:27,0:10:47,0:10:47,,00,09,,,2018/11/3 12:27,2018/11/3 12:48,43407.5187543407.5333333333,#N/A,,,,
★,-,12,2018/11/3 12:30,8922,乗客アプリ（目的地から）,4807,225,3,4,,2018/11/3 12:45,2018/11/3 12:50,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 12:42,2018/11/3 12:43,2018/11/3 12:52,2018/11/3 12:53,2018/11/3 12:40,2018/11/3 12:40,0:04:39,0:18:36,,02,04,,,2018/11/3 12:30,2018/11/3 12:50,43407.520833333343407.5347222222,肯定的,,,,
-,-,12,2018/11/3 12:31,8923,まちかど端末（乗降ポイントから）,0,160,1,2,,2018/11/3 12:43,2018/11/3 12:55,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 12:45,2018/11/3 12:45,2018/11/3 13:07,2018/11/3 13:07,,2018/11/3 12:31,0:11:33,0:23:06,,00,12,,,2018/11/3 12:31,2018/11/3 12:55,43407.521527777843407.5381944444,#N/A,,,,
★,-,12,2018/11/3 12:32,8924,乗客アプリWeb（地図から）,4816,373,9,2,,2018/11/3 12:52,2018/11/3 12:57,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.447546 139.64358,横浜開港資料館,2018/11/3 12:57,2018/11/3 12:57,2018/11/3 13:04,2018/11/3 13:04,2018/11/3 12:42,2018/11/3 12:42,0:04:41,0:09:22,,00,10,,,2018/11/3 12:32,2018/11/3 12:57,43407.522222222243407.5395833333,#N/A,,,,
-,-,12,2018/11/3 12:32,8925,乗客アプリ（地図から）,1986,486,2,4,,2018/11/3 12:44,2018/11/3 13:03,35.454389 139.630904,横浜ランドマークタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 12:46,2018/11/3 12:46,2018/11/3 12:57,2018/11/3 12:57,,2018/11/3 12:32,0:19:35,1:18:20,,00,11,,,2018/11/3 12:32,2018/11/3 13:03,43407.522222222243407.54375,#N/A,,,,
-,-,12,2018/11/3 12:32,8926,乗客アプリ（地図から）,1076,653,3,1,,2018/11/3 13:01,2018/11/3 13:13,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 13:03,2018/11/3 13:03,2018/11/3 13:18,2018/11/3 13:22,,2018/11/3 12:32,0:11:36,0:11:36,,00,28,,,2018/11/3 12:32,2018/11/3 13:13,43407.522222222243407.5506944444,#N/A,,,,
★,-,12,2018/11/3 12:39,8927,乗客アプリ（目的地から）,3621,125,10,2,,2018/11/3 12:51,2018/11/3 13:15,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/3 12:53,2018/11/3 12:55,2018/11/3 13:13,2018/11/3 13:15,2018/11/3 12:49,2018/11/3 12:49,0:24:21,0:48:42,,00,01,,,2018/11/3 12:39,2018/11/3 13:15,43407.527083333343407.5520833333,#N/A,,,,
-,-,12,2018/11/3 12:44,8928,まちかど端末（乗降ポイントから）,0,103,9,3,,2018/11/3 13:06,2018/11/3 13:14,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 13:14,2018/11/3 13:14,2018/11/3 13:29,2018/11/3 13:29,,2018/11/3 12:44,0:08:36,0:25:48,,00,21,,,2018/11/3 12:44,2018/11/3 13:14,43407.530555555643407.5513888889,#N/A,,,,
-,-,12,2018/11/3 12:46,8931,まちかど端末（店舗から）,0,285,2,1,,2018/11/3 13:13,2018/11/3 13:19,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448676 139.635696,横浜平和プラザホテル,2018/11/3 13:13,2018/11/3 13:15,2018/11/3 13:21,2018/11/3 13:23,,2018/11/3 12:46,0:05:34,0:05:34,,00,26,,,2018/11/3 12:46,2018/11/3 13:19,43407.531944444443407.5548611111,#N/A,,,,
-,-,12,2018/11/3 12:47,8932,乗客アプリ（目的地から）,4802,397,4,1,,2018/11/3 12:57,2018/11/3 13:05,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 12:57,2018/11/3 13:02,2018/11/3 13:09,2018/11/3 13:16,,2018/11/3 12:47,0:08:16,0:08:16,,00,09,,,2018/11/3 12:47,2018/11/3 13:05,43407.532638888943407.5451388889,#N/A,,,,
-,-,12,2018/11/3 12:49,8933,乗客アプリ（目的地から）,4713,563,4,1,,2018/11/3 12:57,2018/11/3 13:01,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 12:58,2018/11/3 13:02,2018/11/3 13:09,2018/11/3 13:13,,2018/11/3 12:49,0:03:58,0:03:58,,00,08,,,2018/11/3 12:49,2018/11/3 13:01,43407.534027777843407.5423611111,#N/A,,,,
-,-,12,2018/11/3 12:58,8937,乗客アプリ（地図から）,4146,989,1,2,,2018/11/3 13:03,2018/11/3 13:12,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 13:04,2018/11/3 13:04,2018/11/3 13:15,2018/11/3 13:15,,2018/11/3 12:58,0:08:30,0:17:00,,00,05,,,2018/11/3 12:58,2018/11/3 13:12,43407.540277777843407.55,#N/A,,,,
-,☆,12,2018/11/3 12:58,8938,乗客アプリ（地図から）,3698,369,4,2,2018/11/3 12:59,,,35.456605 139.635327,横浜ベイホテル東急,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 13:07,,2018/11/3 13:12,,,2018/11/3 12:58,0:00:00,0:00:00,,00,09,,,2018/11/3 12:58,1900/1/0 0:00,43407.54027777780,#N/A,,,,
★,☆,12,2018/11/3 11:19,8872,まちかど端末（乗降ポイントから）,0,732,9,1,2018/11/3 11:24,,,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/11/3 12:19,,2018/11/3 12:23,,2018/11/3 12:19,2018/11/3 12:19,0:00:00,0:00:00,,00,00,,,2018/11/3 11:19,1900/1/0 0:00,43407.47152777780,#N/A,,,,
★,☆,12,2018/11/3 11:53,8894,乗客アプリ（地図から）,2737,459,6,1,2018/11/3 11:54,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 12:03,,2018/11/3 12:10,,2018/11/3 12:03,2018/11/3 12:03,0:00:00,0:00:00,,00,00,,,2018/11/3 11:53,1900/1/0 0:00,43407.49513888890,#N/A,,,,
-,☆,12,2018/11/3 12:02,8900,乗客アプリWeb（目的地から）,4808,306,9,2,2018/11/3 12:19,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 12:16,,2018/11/3 12:30,,,2018/11/3 12:02,0:00:00,0:00:00,,00,16,,,2018/11/3 12:02,1900/1/0 0:00,43407.50138888890,#N/A,,,,
-,☆,12,2018/11/3 12:09,8905,乗客アプリ（地図から）,1340,535,7,1,2018/11/3 12:09,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 12:46,,2018/11/3 12:59,,,2018/11/3 12:09,0:00:00,0:00:00,,00,37,,,2018/11/3 12:09,1900/1/0 0:00,43407.506250,#N/A,,,,
-,☆,12,2018/11/3 12:13,8907,まちかど端末（乗降ポイントから）,0,26,7,3,2018/11/3 12:13,,,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 12:41,,2018/11/3 12:51,,,2018/11/3 12:13,0:00:00,0:00:00,,00,28,,,2018/11/3 12:13,1900/1/0 0:00,43407.50902777780,#N/A,,,,
-,☆,12,2018/11/3 12:17,8910,まちかど端末（店舗から）,0,490,10,5,2018/11/3 12:18,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 12:49,,2018/11/3 12:57,,,2018/11/3 12:17,0:00:00,0:00:00,,00,31,,,2018/11/3 12:17,1900/1/0 0:00,43407.51180555560,#N/A,,,,
-,☆,12,2018/11/3 12:18,8911,乗客アプリ（目的地から）,4802,967,10,1,2018/11/3 12:44,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 12:41,,2018/11/3 12:53,,,2018/11/3 12:18,0:00:00,0:00:00,,00,26,,,2018/11/3 12:18,1900/1/0 0:00,43407.51250,#N/A,,,,
★,☆,12,2018/11/3 12:18,8912,乗客アプリ（地図から）,2737,213,7,1,2018/11/3 12:19,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 12:43,,2018/11/3 12:52,,2018/11/3 12:28,2018/11/3 12:28,0:00:00,0:00:00,,00,15,,,2018/11/3 12:18,1900/1/0 0:00,43407.51250,#N/A,,※102行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/3 12:20,8913,乗客アプリ（地図から）,2737,586,7,1,2018/11/3 12:20,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 12:43,,2018/11/3 12:52,,,2018/11/3 12:20,0:00:00,0:00:00,,00,,,,2018/11/3 12:20,1900/1/0 0:00,43407.51388888890,#N/A,,※101行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/3 12:20,8914,乗客アプリ（目的地から）,1747,256,7,1,2018/11/3 12:20,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 12:43,,2018/11/3 12:54,,,2018/11/3 12:20,0:00:00,0:00:00,,00,,,,2018/11/3 12:20,1900/1/0 0:00,43407.51388888890,#N/A,,※103行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/3 12:21,8916,乗客アプリ（目的地から）,1747,301,7,1,2018/11/3 12:21,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 12:37,,2018/11/3 12:48,,,2018/11/3 12:21,0:00:00,0:00:00,,00,15,,,2018/11/3 12:21,1900/1/0 0:00,43407.51458333330,#N/A,,※104行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/3 12:21,8917,まちかど端末（乗降ポイントから）,0,288,9,2,2018/11/3 12:27,,,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 13:05,,2018/11/3 13:27,,,2018/11/3 12:21,0:00:00,0:00:00,,00,43,,,2018/11/3 12:21,1900/1/0 0:00,43407.51458333330,#N/A,,,,
-,☆,12,2018/11/3 12:24,8919,まちかど端末（乗降ポイントから）,0,378,8,3,2018/11/3 13:05,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 13:02,,2018/11/3 13:13,,,2018/11/3 12:24,0:00:00,0:00:00,,00,40,,,2018/11/3 12:24,1900/1/0 0:00,43407.51666666670,#N/A,,,,
-,☆,12,2018/11/3 12:46,8929,乗客アプリ（目的地から）,4802,51,1,1,2018/11/3 12:46,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 12:59,,2018/11/3 13:16,,,2018/11/3 12:46,0:00:00,0:00:00,,00,13,,,2018/11/3 12:46,1900/1/0 0:00,43407.53194444440,#N/A,,,,
-,☆,12,2018/11/3 12:46,8930,乗客アプリ（目的地から）,1747,271,10,1,2018/11/3 13:07,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 13:04,,2018/11/3 13:26,,,2018/11/3 12:46,0:00:00,0:00:00,,00,20,,,2018/11/3 12:46,1900/1/0 0:00,43407.53194444440,#N/A,,,,
-,☆,12,2018/11/3 12:52,8934,乗客アプリ（地図から）,3674,508,1,1,2018/11/3 12:53,,,35.443659 139.650847,横浜マリンタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/3 13:19,,2018/11/3 13:29,,,2018/11/3 12:52,0:00:00,0:00:00,,00,27,,,2018/11/3 12:52,1900/1/0 0:00,43407.53611111110,#N/A,,,,
-,☆,12,2018/11/3 12:52,8935,まちかど端末（店舗から）,0,254,4,4,2018/11/3 12:52,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 13:24,,2018/11/3 13:41,,,2018/11/3 12:52,0:00:00,0:00:00,,00,32,,,2018/11/3 12:52,1900/1/0 0:00,43407.53611111110,#N/A,,,,
