,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,17,2018/11/5 17:03,105-419-SNOW 105-421-SNOW,10101,まちかど端末（店舗から）,0,225,8,2,,2018/11/5 17:04,2018/11/5 17:12,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/11/5 17:05,2018/11/5 17:05,2018/11/5 17:19,2018/11/5 17:19,,2018/11/5 17:03,0:08:13,0:16:26,,00,01,,,2018/11/5 17:03,2018/11/5 17:12,43409.710416666743409.7166666667,#N/A,,,,
★,-,17,2018/11/5 17:08,166-782-agekke,10102,乗客アプリ（地図から）,1751,756,2,1,,2018/11/5 17:16,2018/11/5 17:29,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/5 17:18,2018/11/5 17:18,2018/11/5 17:33,2018/11/5 17:33,2018/11/5 17:18,2018/11/5 17:18,0:12:58,0:12:58,,00,00,,,2018/11/5 17:08,2018/11/5 17:29,43409.713888888943409.7284722222,肯定的,,,,
-,-,17,2018/11/5 17:10,064-491-BANANA 062-842-BANANA,10103,乗客アプリ（目的地から）,5178,725,5,2,,2018/11/5 17:12,2018/11/5 17:14,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 17:12,2018/11/5 17:12,2018/11/5 17:19,2018/11/5 17:19,,2018/11/5 17:10,0:01:49,0:03:38,,00,01,,,2018/11/5 17:10,2018/11/5 17:14,43409.715277777843409.7180555556,#N/A,,,,
-,-,17,2018/11/5 17:11,109-954-SNOW,10104,乗客アプリ（地図から）,4730,574,1,1,,2018/11/5 17:16,2018/11/5 17:23,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 17:13,2018/11/5 17:13,2018/11/5 17:21,2018/11/5 17:21,,2018/11/5 17:11,0:07:08,0:07:08,,02,04,,,2018/11/5 17:11,2018/11/5 17:23,43409.715972222243409.7243055556,肯定的,,,,
★,-,17,2018/11/5 17:12,167-345-CAKE,10105,乗客アプリWeb（地図から）,5190,302,6,1,,2018/11/5 17:23,2018/11/5 17:35,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 17:22,2018/11/5 17:22,2018/11/5 17:41,2018/11/5 17:41,2018/11/5 17:22,2018/11/5 17:22,0:11:53,0:11:53,,01,01,,,2018/11/5 17:12,2018/11/5 17:35,43409.716666666743409.7326388889,#N/A,,,,
-,-,17,2018/11/5 17:14,114-928-SUN,10106,まちかど端末（店舗から）,0,740,8,1,,2018/11/5 17:17,2018/11/5 17:24,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 17:19,2018/11/5 17:19,2018/11/5 17:31,2018/11/5 17:31,,2018/11/5 17:14,0:06:25,0:06:25,,00,03,,,2018/11/5 17:14,2018/11/5 17:24,43409.718055555643409.725,#N/A,,,,
-,-,17,2018/11/5 17:16,023-383-GREEN 025-727-GREEN,10107,乗客アプリ（目的地から）,4925,56,9,2,,2018/11/5 17:19,2018/11/5 17:25,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/5 17:19,2018/11/5 17:19,2018/11/5 17:30,2018/11/5 17:30,,2018/11/5 17:16,0:06:57,0:13:54,,00,03,,,2018/11/5 17:16,2018/11/5 17:25,43409.719444444443409.7256944444,肯定的,,,,
-,-,17,2018/11/5 17:18,028-053-GREEN 028-051-GREEN,10109,乗客アプリ（目的地から）,3823,62,3,2,,2018/11/5 17:23,2018/11/5 17:33,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/5 17:24,2018/11/5 17:24,2018/11/5 17:39,2018/11/5 17:39,,2018/11/5 17:18,0:09:22,0:18:44,,00,04,,,2018/11/5 17:18,2018/11/5 17:33,43409.720833333343409.73125,#N/A,,,,
-,-,17,2018/11/5 17:20,029-372-GREEN,10111,まちかど端末（乗降ポイントから）,0,365,10,1,,2018/11/5 17:25,2018/11/5 17:30,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 17:26,2018/11/5 17:26,2018/11/5 17:37,2018/11/5 17:37,,2018/11/5 17:20,0:05:06,0:05:06,,00,04,,,2018/11/5 17:20,2018/11/5 17:30,43409.722222222243409.7291666667,#N/A,,,,
-,-,17,2018/11/5 17:24,025-612-GREEN,10112,まちかど端末（乗降ポイントから）,0,819,7,1,,2018/11/5 17:26,2018/11/5 17:32,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 17:26,2018/11/5 17:26,2018/11/5 17:36,2018/11/5 17:36,,2018/11/5 17:24,0:06:27,0:06:27,,00,02,,,2018/11/5 17:24,2018/11/5 17:32,43409.72543409.7305555556,#N/A,,,,
-,-,17,2018/11/5 17:25,031-344-YELLOW,10113,まちかど端末（店舗から）,0,542,8,1,,2018/11/5 17:29,2018/11/5 17:35,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 17:34,2018/11/5 17:34,2018/11/5 17:45,2018/11/5 17:45,,2018/11/5 17:25,0:05:28,0:05:28,,00,04,,,2018/11/5 17:25,2018/11/5 17:35,43409.725694444443409.7326388889,#N/A,,,,
-,-,17,2018/11/5 17:28,024-566-GREEN,10114,乗客アプリ（地図から）,3880,430,7,1,,2018/11/5 17:35,2018/11/5 17:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/5 17:39,2018/11/5 17:39,2018/11/5 17:52,2018/11/5 17:52,,2018/11/5 17:28,0:09:35,0:09:35,,00,06,,,2018/11/5 17:28,2018/11/5 17:45,43409.727777777843409.7395833333,#N/A,,,,
-,-,17,2018/11/5 17:34,025-613-GREEN,10115,まちかど端末（店舗から）,0,179,5,1,,2018/11/5 17:36,2018/11/5 17:41,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/5 17:37,2018/11/5 17:37,2018/11/5 17:45,2018/11/5 17:45,,2018/11/5 17:34,0:04:09,0:04:09,,00,02,,,2018/11/5 17:34,2018/11/5 17:41,43409.731944444443409.7368055556,#N/A,,,,
★,-,17,2018/11/5 17:34,070-785-ORANGE,10116,乗客アプリ（地図から）,1605,376,3,1,,2018/11/5 17:43,2018/11/5 17:53,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/5 17:44,2018/11/5 17:44,2018/11/5 17:58,2018/11/5 17:58,2018/11/5 17:44,2018/11/5 17:44,0:09:33,0:09:33,,00,00,,,2018/11/5 17:34,2018/11/5 17:53,43409.731944444443409.7451388889,肯定的,,,,
-,-,17,2018/11/5 17:35,025-639-GREEN,10117,まちかど端末（乗降ポイントから）,0,533,10,1,,2018/11/5 17:36,2018/11/5 17:41,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/5 17:36,2018/11/5 17:36,2018/11/5 17:48,2018/11/5 17:48,,2018/11/5 17:35,0:04:49,0:04:49,,00,01,,,2018/11/5 17:35,2018/11/5 17:41,43409.732638888943409.7368055556,#N/A,,,,
★,-,17,2018/11/5 17:40,025-640-GREEN,10118,まちかど端末（店舗から）,0,265,6,1,,2018/11/5 17:46,2018/11/5 17:56,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 17:50,2018/11/5 17:50,2018/11/5 18:01,2018/11/5 18:01,2018/11/5 17:50,2018/11/5 17:50,0:10:16,0:10:16,,00,00,,,2018/11/5 17:40,2018/11/5 17:56,43409.736111111143409.7472222222,#N/A,,,,
★,-,17,2018/11/5 17:42,111-337-SUN 113-810-SUN,10119,乗客アプリ（地図から）,2942,900,5,2,,2018/11/5 17:52,2018/11/5 17:56,35.453715 139.638133,横浜ワールドポーターズ,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/5 17:52,2018/11/5 17:52,2018/11/5 17:59,2018/11/5 17:59,2018/11/5 17:52,2018/11/5 17:52,0:04:21,0:08:42,,00,00,,,2018/11/5 17:42,2018/11/5 17:56,43409.737543409.7472222222,否定的,,,,
-,-,17,2018/11/5 17:43,166-782-agekke,10120,乗客アプリ（地図から）,1751,771,7,1,,2018/11/5 17:45,2018/11/5 17:54,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 17:46,2018/11/5 17:46,2018/11/5 17:59,2018/11/5 17:59,,2018/11/5 17:43,0:08:23,0:08:23,,00,02,,,2018/11/5 17:43,2018/11/5 17:54,43409.738194444443409.7458333333,肯定的,,,,
-,-,17,2018/11/5 17:48,024-563-GREEN,10121,乗客アプリ（目的地から）,2269,567,4,1,,2018/11/5 17:53,2018/11/5 18:02,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/5 17:53,2018/11/5 17:53,2018/11/5 18:06,2018/11/5 18:06,,2018/11/5 17:48,0:09:00,0:09:00,,00,05,,,2018/11/5 17:48,2018/11/5 18:02,43409.741666666743409.7513888889,#N/A,,,,
-,-,17,2018/11/5 17:51,025-917-GREEN,10123,乗客アプリ（地図から）,4442,952,8,1,,2018/11/5 17:57,2018/11/5 18:05,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/5 17:59,2018/11/5 17:59,2018/11/5 18:10,2018/11/5 18:10,,2018/11/5 17:51,0:07:46,0:07:46,,00,06,,,2018/11/5 17:51,2018/11/5 18:05,43409.7437543409.7534722222,#N/A,,,,
★,☆,17,2018/11/5 16:14,064-516-BANANA 064-320-BANANA,10066,まちかど端末（店舗から）,0,704,10,2,2018/11/5 16:15,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/5 17:12,,2018/11/5 17:24,,2018/11/5 17:12,2018/11/5 17:12,0:00:00,0:00:00,,00,00,,,2018/11/5 16:14,1900/1/0 0:00,43409.67638888890,#N/A,,※242行と同一人物と思われるため一番短い待ち時間を採用,,
★,☆,17,2018/11/5 16:18,064-516-BANANA 064-320-BANANA,10071,まちかど端末（店舗から）,0,955,5,2,2018/11/5 16:18,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/5 17:17,,2018/11/5 17:30,,2018/11/5 17:17,2018/11/5 17:17,0:00:00,0:00:00,,00,,,,2018/11/5 16:18,1900/1/0 0:00,43409.67916666670,#N/A,,※241行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/5 17:18,167-347-CAKE,10108,乗客アプリWeb（地図から）,5192,980,5,1,2018/11/5 17:18,,,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 17:24,,2018/11/5 17:32,,,2018/11/5 17:18,0:00:00,0:00:00,,00,06,,,2018/11/5 17:18,1900/1/0 0:00,43409.72083333330,#N/A,,,,
★,☆,17,2018/11/5 17:20,070-785-ORANGE,10110,乗客アプリ（地図から）,1605,298,7,1,2018/11/5 17:20,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/5 17:32,,2018/11/5 17:46,,2018/11/5 17:30,2018/11/5 17:30,0:00:00,0:00:00,,00,02,,,2018/11/5 17:20,1900/1/0 0:00,43409.72222222220,#N/A,,,,
★,-,18,2018/11/5 17:50,167-349-CAKE,10122,乗客アプリWeb（目的地から）,5194,493,10,1,,2018/11/5 18:00,2018/11/5 18:04,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/5 18:00,2018/11/5 18:00,2018/11/5 18:08,2018/11/5 18:08,2018/11/5 18:00,2018/11/5 18:00,0:04:12,0:04:12,450,00,00,04,03,2018/11/5 17:50,2018/11/5 18:04,43409.743055555643409.7527777778,否定的,,,,
★,-,18,2018/11/5 17:54,070-399-ORANGE 070-446-ORANGE,10124,乗客アプリ（目的地から）,5096,257,7,2,,2018/11/5 17:57,2018/11/5 18:01,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/5 18:04,2018/11/5 18:04,2018/11/5 18:13,2018/11/5 18:13,2018/11/5 18:04,2018/11/5 18:04,0:04:21,0:08:42,,00,00,,,2018/11/5 17:54,2018/11/5 18:01,43409.745833333343409.7506944444,肯定的,,,,
★,-,18,2018/11/5 17:57,111-375-SUN,10125,乗客アプリ（目的地から）,1075,498,5,1,,2018/11/5 18:03,2018/11/5 18:10,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 18:07,2018/11/5 18:07,2018/11/5 18:19,2018/11/5 18:19,2018/11/5 18:07,2018/11/5 18:07,0:07:35,0:07:35,,00,00,,,2018/11/5 17:57,2018/11/5 18:10,43409.747916666743409.7569444444,#N/A,,,,
-,-,18,2018/11/5 18:01,064-491-BANANA 062-842-BANANA,10128,乗客アプリ（目的地から）,5178,354,6,2,,2018/11/5 18:05,2018/11/5 18:12,35.453715 139.638133,横浜ワールドポーターズ,35.443659 139.650847,横浜マリンタワー,2018/11/5 18:05,2018/11/5 18:05,2018/11/5 18:18,2018/11/5 18:18,,2018/11/5 18:01,0:07:12,0:14:24,,00,03,,,2018/11/5 18:01,2018/11/5 18:12,43409.750694444443409.7583333333,#N/A,,,,
-,-,18,2018/11/5 18:02,167-316-CAKE,10129,乗客アプリWeb（目的地から）,5113,765,1,1,,2018/11/5 18:06,2018/11/5 18:15,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/5 18:05,2018/11/5 18:05,2018/11/5 18:14,2018/11/5 18:14,,2018/11/5 18:02,0:09:14,0:09:14,,00,03,,,2018/11/5 18:02,2018/11/5 18:15,43409.751388888943409.7604166667,肯定的,,,,
-,-,18,2018/11/5 18:02,065-298-BANANA,10130,乗客アプリ（地図から）,1103,481,10,1,,2018/11/5 18:07,2018/11/5 18:19,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/11/5 18:08,2018/11/5 18:08,2018/11/5 18:17,2018/11/5 18:21,,2018/11/5 18:02,0:12:06,0:12:06,,00,04,,,2018/11/5 18:02,2018/11/5 18:19,43409.751388888943409.7631944444,#N/A,,,,
★,-,18,2018/11/5 18:04,063-621-BANANA 063-639-BANANA 063-637-BANANA 063-638-BANANA,10131,乗客アプリ（地図から）,3333,483,10,4,,2018/11/5 18:14,2018/11/5 18:29,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 18:14,2018/11/5 18:14,2018/11/5 18:36,2018/11/5 18:36,2018/11/5 18:14,2018/11/5 18:14,0:15:00,1:00:00,,00,00,,,2018/11/5 18:04,2018/11/5 18:29,43409.752777777843409.7701388889,#N/A,,,,
-,-,18,2018/11/5 18:07,020-905-GREEN,10132,まちかど端末（店舗から）,0,455,9,1,,2018/11/5 18:14,2018/11/5 18:19,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 18:15,2018/11/5 18:15,2018/11/5 18:22,2018/11/5 18:22,,2018/11/5 18:07,0:05:06,0:05:06,,00,07,,,2018/11/5 18:07,2018/11/5 18:19,43409.754861111143409.7631944444,#N/A,,,,
-,-,18,2018/11/5 18:08,019-761-RED,10133,まちかど端末（乗降ポイントから）,0,557,7,1,,2018/11/5 18:17,2018/11/5 18:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 18:17,2018/11/5 18:17,2018/11/5 18:32,2018/11/5 18:34,,2018/11/5 18:08,0:17:04,0:17:04,,00,09,,,2018/11/5 18:08,2018/11/5 18:34,43409.755555555643409.7736111111,#N/A,,,,
-,-,18,2018/11/5 18:09,167-349-CAKE,10134,乗客アプリWeb（簡単予約）,5194,899,8,1,,2018/11/5 18:12,2018/11/5 18:25,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 18:13,2018/11/5 18:13,2018/11/5 18:30,2018/11/5 18:30,,2018/11/5 18:09,0:12:20,0:12:20,,00,03,,,2018/11/5 18:09,2018/11/5 18:25,43409.7562543409.7673611111,#N/A,,,,
-,-,18,2018/11/5 18:09,025-658-GREEN,10135,乗客アプリ（地図から）,3406,884,7,1,,2018/11/5 18:18,2018/11/5 18:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/5 18:18,2018/11/5 18:18,2018/11/5 18:31,2018/11/5 18:31,,2018/11/5 18:09,0:12:24,0:12:24,,00,08,,,2018/11/5 18:09,2018/11/5 18:30,43409.7562543409.7708333333,肯定的,,,,
-,-,18,2018/11/5 18:12,017-833-RED,10136,乗客アプリ（目的地から）,1059,449,6,1,,2018/11/5 18:17,2018/11/5 18:26,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 18:17,2018/11/5 18:17,2018/11/5 18:30,2018/11/5 18:30,,2018/11/5 18:12,0:08:22,0:08:22,,00,05,,,2018/11/5 18:12,2018/11/5 18:26,43409.758333333343409.7680555556,#N/A,,,,
-,-,18,2018/11/5 18:16,105-419-SNOW 105-407-SNOW 105-421-SNOW 105-420-SNOW,10137,まちかど端末（店舗から）,0,930,1,4,,2018/11/5 18:24,2018/11/5 18:31,35.443704 139.651332,ホテルメルパルク横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 18:23,2018/11/5 18:23,2018/11/5 18:30,2018/11/5 18:30,,2018/11/5 18:16,0:06:31,0:26:04,,00,08,,,2018/11/5 18:16,2018/11/5 18:31,43409.761111111143409.7715277778,#N/A,,,,
-,-,18,2018/11/5 18:20,166-788-agekke,10138,まちかど端末（乗降ポイントから）,0,705,9,1,,2018/11/5 18:24,2018/11/5 18:26,35.456605 139.635327,横浜ベイホテル東急,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 18:26,2018/11/5 18:26,2018/11/5 18:32,2018/11/5 18:32,,2018/11/5 18:20,0:02:04,0:02:04,,00,03,,,2018/11/5 18:20,2018/11/5 18:26,43409.763888888943409.7680555556,#N/A,,,,
★,-,18,2018/11/5 18:24,167-294-CAKE,10139,乗客アプリ（地図から）,4952,440,6,1,,2018/11/5 18:34,2018/11/5 18:38,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/5 18:34,2018/11/5 18:34,2018/11/5 18:42,2018/11/5 18:42,2018/11/5 18:34,2018/11/5 18:34,0:04:28,0:04:28,,00,00,,,2018/11/5 18:24,2018/11/5 18:38,43409.766666666743409.7763888889,#N/A,,,,
★,-,18,2018/11/5 18:26,110-409-SUN,10140,乗客アプリ（地図から）,4596,847,9,1,,2018/11/5 18:34,2018/11/5 18:37,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/5 18:36,2018/11/5 18:36,2018/11/5 18:43,2018/11/5 18:43,2018/11/5 18:36,2018/11/5 18:36,0:02:56,0:02:56,,00,00,,,2018/11/5 18:26,2018/11/5 18:37,43409.768055555643409.7756944444,#N/A,,,,
★,-,18,2018/11/5 18:27,010-899-RED,10141,乗客アプリ（地図から）,3510,988,2,1,,2018/11/5 18:33,2018/11/5 18:40,35.453715 139.638133,横浜ワールドポーターズ,35.445783 139.642958,横浜情報文化センター,2018/11/5 18:37,2018/11/5 18:37,2018/11/5 18:46,2018/11/5 18:46,2018/11/5 18:37,2018/11/5 18:37,0:06:58,0:06:58,,00,00,,,2018/11/5 18:27,2018/11/5 18:40,43409.7687543409.7777777778,#N/A,,,,
-,-,18,2018/11/5 18:27,072-526-ORANGE 072-527-ORANGE,10142,まちかど端末（店舗から）,0,535,8,2,,2018/11/5 18:36,2018/11/5 18:42,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443908 139.635249,イセザキ・モール,2018/11/5 18:37,2018/11/5 18:37,2018/11/5 18:43,2018/11/5 18:43,,2018/11/5 18:27,0:05:52,0:11:44,,00,08,,,2018/11/5 18:27,2018/11/5 18:42,43409.7687543409.7791666667,#N/A,,,,
-,-,18,2018/11/5 18:28,114-133-SUN 113-812-SUN,10143,乗客アプリ（地図から）,3931,751,1,2,,2018/11/5 18:39,2018/11/5 18:49,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/11/5 18:39,2018/11/5 18:39,2018/11/5 18:49,2018/11/5 18:49,,2018/11/5 18:28,0:09:59,0:19:58,,00,10,,,2018/11/5 18:28,2018/11/5 18:49,43409.769444444443409.7840277778,#N/A,,,,
-,-,18,2018/11/5 18:28,111-337-SUN 113-810-SUN,10144,乗客アプリ（地図から）,2942,945,10,2,,2018/11/5 18:32,2018/11/5 18:55,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/5 18:30,2018/11/5 18:30,2018/11/5 18:47,2018/11/5 18:47,,2018/11/5 18:28,0:22:56,0:45:52,,01,03,,,2018/11/5 18:28,2018/11/5 18:55,43409.769444444443409.7881944444,#N/A,,,,
★,-,18,2018/11/5 18:31,070-399-ORANGE 070-446-ORANGE,10146,乗客アプリ（目的地から）,5096,552,3,2,,2018/11/5 18:37,2018/11/5 18:40,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 18:41,2018/11/5 18:41,2018/11/5 18:54,2018/11/5 18:54,2018/11/5 18:41,2018/11/5 18:41,0:03:34,0:07:08,,00,00,,,2018/11/5 18:31,2018/11/5 18:40,43409.771527777843409.7777777778,#N/A,,,,
-,-,18,2018/11/5 18:31,105-151-SNOW 105-398-SNOW,10147,乗客アプリ（目的地から）,5202,728,9,2,,2018/11/5 18:42,2018/11/5 18:48,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 18:50,2018/11/5 18:50,2018/11/5 19:01,2018/11/5 19:01,,2018/11/5 18:31,0:06:23,0:12:46,,00,10,,,2018/11/5 18:31,2018/11/5 18:48,43409.771527777843409.7833333333,肯定的,,,,
-,-,18,2018/11/5 18:33,166-788-agekke,10148,まちかど端末（乗降ポイントから）,0,154,8,1,,2018/11/5 18:48,2018/11/5 18:51,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 18:53,2018/11/5 18:53,2018/11/5 19:00,2018/11/5 19:00,,2018/11/5 18:33,0:03:14,0:03:14,,00,15,,,2018/11/5 18:33,2018/11/5 18:51,43409.772916666743409.7854166667,#N/A,,,,
-,-,18,2018/11/5 18:37,019-781-RED,10151,乗客アプリ（地図から）,3993,379,10,1,,2018/11/5 18:38,2018/11/5 18:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 18:44,2018/11/5 18:44,2018/11/5 19:02,2018/11/5 19:02,,2018/11/5 18:37,0:18:17,0:18:17,,00,01,,,2018/11/5 18:37,2018/11/5 18:56,43409.775694444443409.7888888889,#N/A,,,,
-,-,18,2018/11/5 18:38,020-125-GREEN 020-134-GREEN 023-335-GREEN 017-238-RED 027-126-GREEN,10152,まちかど端末（店舗から）,0,289,2,5,,2018/11/5 18:47,2018/11/5 19:02,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 18:45,2018/11/5 18:45,2018/11/5 19:01,2018/11/5 19:01,,2018/11/5 18:38,0:14:39,1:13:15,,02,09,,,2018/11/5 18:38,2018/11/5 19:02,43409.776388888943409.7930555556,肯定的,,,,
-,-,18,2018/11/5 18:38,025-658-GREEN,10153,乗客アプリ（地図から）,3406,131,1,1,,2018/11/5 18:47,2018/11/5 18:55,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/5 18:46,2018/11/5 18:46,2018/11/5 19:00,2018/11/5 19:00,,2018/11/5 18:38,0:08:54,0:08:54,,00,08,,,2018/11/5 18:38,2018/11/5 18:55,43409.776388888943409.7881944444,#N/A,,,,
★,-,18,2018/11/5 18:40,112-266-SUN,10156,乗客アプリ（地図から）,2878,221,10,1,,2018/11/5 18:46,2018/11/5 18:52,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/11/5 18:50,2018/11/5 18:50,2018/11/5 19:01,2018/11/5 19:01,2018/11/5 18:50,2018/11/5 18:50,0:06:19,0:06:19,,00,00,,,2018/11/5 18:40,2018/11/5 18:52,43409.777777777843409.7861111111,肯定的,,,,
★,-,18,2018/11/5 18:45,167-349-CAKE,10157,乗客アプリWeb（目的地から）,5194,710,3,1,,2018/11/5 18:53,2018/11/5 19:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/5 18:55,2018/11/5 18:55,2018/11/5 19:09,2018/11/5 19:09,2018/11/5 18:55,2018/11/5 18:55,0:07:07,0:07:07,,00,00,,,2018/11/5 18:45,2018/11/5 19:00,43409.7812543409.7916666667,#N/A,,,,
-,-,18,2018/11/5 18:52,167-294-CAKE,10159,乗客アプリ（地図から）,4952,739,8,1,,2018/11/5 18:54,2018/11/5 18:58,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 18:56,2018/11/5 18:56,2018/11/5 19:02,2018/11/5 19:02,,2018/11/5 18:52,0:03:52,0:03:52,,00,02,,,2018/11/5 18:52,2018/11/5 18:58,43409.786111111143409.7902777778,#N/A,,,,
-,-,18,2018/11/5 18:53,166-788-agekke,10160,まちかど端末（乗降ポイントから）,0,577,9,1,,2018/11/5 18:59,2018/11/5 19:03,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 19:02,2018/11/5 19:02,2018/11/5 19:09,2018/11/5 19:09,,2018/11/5 18:53,0:03:30,0:03:30,,00,06,,,2018/11/5 18:53,2018/11/5 19:03,43409.786805555643409.79375,#N/A,,,,
