,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,,
★,-,15,2018/11/9 15:40,063-008-BANANA 021-226-GREEN,11576,乗客アプリ（簡単予約）,5595,93,7,2,,2018/11/9 15:56,2018/11/9 16:02,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 16:00,2018/11/9 16:00,2018/11/9 16:10,2018/11/9 16:10,2018/11/9 15:50,2018/11/9 15:50,0:05:18,0:10:36,,00,06,,,2018/11/9 15:40,2018/11/9 16:02,43413.652777777843413.6680555556,#N/A,,,,
-,-,15,2018/11/9 15:44,167-455-CAKE,11578,乗客アプリWeb（地図から）,5618,199,3,1,,2018/11/9 15:55,2018/11/9 16:02,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:56,2018/11/9 15:56,2018/11/9 16:08,2018/11/9 16:08,,2018/11/9 15:44,0:07:01,0:07:01,,00,10,,,2018/11/9 15:44,2018/11/9 16:02,43413.655555555643413.6680555556,肯定的,,,,
-,-,15,2018/11/9 15:51,167-465-CAKE,11580,乗客アプリWeb（目的地から）,4616,263,9,1,,2018/11/9 15:54,2018/11/9 16:02,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/9 15:56,2018/11/9 15:56,2018/11/9 16:08,2018/11/9 16:08,,2018/11/9 15:51,0:07:27,0:07:27,,00,03,,,2018/11/9 15:51,2018/11/9 16:02,43413.660416666743413.6680555556,#N/A,,,,
-,-,15,2018/11/9 15:53,113-168-SUN,11581,乗客アプリ（簡単予約）,1971,499,8,1,,2018/11/9 16:00,2018/11/9 16:08,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:58,2018/11/9 15:58,2018/11/9 16:11,2018/11/9 16:11,,2018/11/9 15:53,0:08:30,0:08:30,,01,06,,,2018/11/9 15:53,2018/11/9 16:08,43413.661805555643413.6722222222,#N/A,,,,
-,-,15,2018/11/9 15:57,166-656-agekke,11583,まちかど端末（乗降ポイントから）,0,157,4,1,,2018/11/9 16:07,2018/11/9 16:17,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 16:08,2018/11/9 16:08,2018/11/9 16:25,2018/11/9 16:25,,2018/11/9 15:57,0:10:00,0:10:00,,00,09,,,2018/11/9 15:57,2018/11/9 16:17,43413.664583333343413.6784722222,#N/A,,,,
-,-,15,2018/11/9 15:59,020-406-GREEN 020-405-GREEN,11584,乗客アプリ（目的地から）,2458,54,10,2,,2018/11/9 15:59,2018/11/9 16:03,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/9 16:00,2018/11/9 16:00,2018/11/9 16:07,2018/11/9 16:07,,2018/11/9 15:59,0:03:05,0:06:10,,00,00,,,2018/11/9 15:59,2018/11/9 16:03,43413.665972222243413.66875,#N/A,,,,
★,☆,15,2018/11/9 15:00,062-713-BANANA 062-712-BANANA,11543,乗客アプリ（地図から）,5366,162,9,2,2018/11/9 15:09,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 15:12,,2018/11/9 15:24,,2018/11/9 15:10,2018/11/9 15:10,0:00:00,0:00:00,,00,02,,,2018/11/9 15:00,1900/1/0 0:00,43413.6250,#N/A,,,,
-,☆,15,2018/11/9 15:14,104-727-SNOW,11554,乗客アプリ（地図から）,1083,388,2,1,2018/11/9 15:16,,,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/9 15:20,,2018/11/9 15:39,,,2018/11/9 15:14,0:00:00,0:00:00,,00,05,,,2018/11/9 15:14,1900/1/0 0:00,43413.63472222220,#N/A,,,,
-,☆,15,2018/11/9 15:18,167-451-CAKE,11558,乗客アプリWeb（簡単予約）,5610,96,6,1,2018/11/9 15:19,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:42,,2018/11/9 15:55,,,2018/11/9 15:18,0:00:00,0:00:00,,00,24,,,2018/11/9 15:18,1900/1/0 0:00,43413.63750,#N/A,,,,
★,☆,15,2018/11/9 15:24,008-133-BLUE 020-914-GREEN,11561,乗客アプリ（簡単予約）,3620,793,3,2,2018/11/9 15:38,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/9 15:34,,2018/11/9 15:57,,2018/11/9 15:34,2018/11/9 15:34,0:00:00,0:00:00,,00,04,,,2018/11/9 15:24,1900/1/0 0:00,43413.64166666670,#N/A,,,,
-,☆,15,2018/11/9 15:26,007-945-BLUE,11562,乗客アプリ（目的地から）,1214,646,5,1,2018/11/9 15:26,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 15:28,,2018/11/9 15:43,,,2018/11/9 15:26,0:00:00,0:00:00,,00,02,,,2018/11/9 15:26,1900/1/0 0:00,43413.64305555560,#N/A,,,,
★,☆,15,2018/11/9 15:28,113-168-SUN,11564,乗客アプリ（簡単予約）,1971,626,4,1,2018/11/9 15:49,2018/11/9 15:40,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 15:38,2018/11/9 15:38,2018/11/9 15:51,,2018/11/9 15:38,2018/11/9 15:38,,,,02,11,,,2018/11/9 15:28,1900/1/0 0:00,43413.64444444440,#N/A,,,,
★,☆,15,2018/11/9 15:32,103-518-SNOW 103-527-SNOW,11566,乗客アプリ（地図から）,5604,116,8,2,2018/11/9 15:32,,,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 15:42,,2018/11/9 15:51,,2018/11/9 15:42,2018/11/9 15:42,0:00:00,0:00:00,,00,00,,,2018/11/9 15:32,1900/1/0 0:00,43413.64722222220,#N/A,,,,
-,☆,15,2018/11/9 15:38,167-465-CAKE,11573,乗客アプリWeb（目的地から）,4616,295,6,1,2018/11/9 15:39,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 15:43,,2018/11/9 15:53,,,2018/11/9 15:38,0:00:00,0:00:00,,00,04,,,2018/11/9 15:38,1900/1/0 0:00,43413.65138888890,#N/A,,,,
-,☆,15,2018/11/9 15:56,020-405-GREEN,11582,乗客アプリ（目的地から）,2458,125,10,1,2018/11/9 15:58,,,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/9 15:58,,2018/11/9 16:04,,,2018/11/9 15:56,0:00:00,0:00:00,,00,01,,,2018/11/9 15:56,1900/1/0 0:00,43413.66388888890,#N/A,,,,
★,-,16,2018/11/9 15:14,006-638-BLUE,11555,乗客アプリ（目的地から）,1199,897,1,1,,2018/11/9 16:13,2018/11/9 16:33,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/9 16:14,2018/11/9 16:14,2018/11/9 16:28,2018/11/9 16:44,2018/11/9 16:14,2018/11/9 16:14,0:19:59,0:19:59,333,00,00,04,04,2018/11/9 15:14,2018/11/9 16:33,43413.634722222243413.6895833333,#N/A,,,,
★,-,16,2018/11/9 15:43,102-873-SNOW,11577,乗客アプリ（地図から）,4580,277,1,1,,2018/11/9 16:40,2018/11/9 16:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 16:43,2018/11/9 16:43,2018/11/9 16:52,2018/11/9 16:56,2018/11/9 16:43,2018/11/9 16:43,0:06:49,0:06:49,,00,00,,,2018/11/9 15:43,2018/11/9 16:47,43413.654861111143413.6993055556,肯定的,,,,
-,-,16,2018/11/9 16:05,027-236-GREEN,11585,まちかど端末（店舗から）,0,589,5,1,,2018/11/9 16:06,2018/11/9 16:12,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 16:07,2018/11/9 16:07,2018/11/9 16:17,2018/11/9 16:17,,2018/11/9 16:05,0:05:31,0:05:31,,00,01,,,2018/11/9 16:05,2018/11/9 16:12,43413.670138888943413.675,#N/A,,,,
★,-,16,2018/11/9 16:06,019-736-RED,11588,乗客アプリ（目的地から）,3664,50,11,1,,2018/11/9 16:21,2018/11/9 16:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/9 16:16,2018/11/9 16:16,2018/11/9 16:28,2018/11/9 16:28,2018/11/9 16:16,2018/11/9 16:16,0:04:34,0:04:34,,04,04,,,2018/11/9 16:06,2018/11/9 16:25,43413.670833333343413.6840277778,#N/A,,,,
-,-,16,2018/11/9 16:06,166-664-agekke,11589,乗客アプリ（地図から）,1751,477,9,1,,2018/11/9 16:12,2018/11/9 16:23,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 16:12,2018/11/9 16:12,2018/11/9 16:33,2018/11/9 16:33,,2018/11/9 16:06,0:11:01,0:11:01,,00,05,,,2018/11/9 16:06,2018/11/9 16:23,43413.670833333343413.6826388889,肯定的,,,,
-,-,16,2018/11/9 16:09,166-665-agekke,11590,まちかど端末（乗降ポイントから）,0,271,3,1,,2018/11/9 16:13,2018/11/9 16:18,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 16:14,2018/11/9 16:14,2018/11/9 16:24,2018/11/9 16:27,,2018/11/9 16:09,0:04:42,0:04:42,,00,04,,,2018/11/9 16:09,2018/11/9 16:18,43413.672916666743413.6791666667,#N/A,,,,
-,-,16,2018/11/9 16:09,063-837-BANANA,11591,乗客アプリ（目的地から）,5399,285,6,1,,2018/11/9 16:11,2018/11/9 16:34,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 16:11,2018/11/9 16:11,2018/11/9 16:24,2018/11/9 16:37,,2018/11/9 16:09,0:22:50,0:22:50,,00,02,,,2018/11/9 16:09,2018/11/9 16:34,43413.672916666743413.6902777778,肯定的,,,,
★,-,16,2018/11/9 16:10,167-456-CAKE,11592,乗客アプリWeb（地図から）,5621,42,6,1,,2018/11/9 16:18,2018/11/9 16:21,35.441441 139.648505,横浜中華街朱雀門,35.443073 139.651914,横浜人形の家,2018/11/9 16:19,2018/11/9 16:19,2018/11/9 16:22,2018/11/9 16:24,2018/11/9 16:19,2018/11/9 16:19,0:02:46,0:02:46,,00,00,,,2018/11/9 16:10,2018/11/9 16:21,43413.673611111143413.68125,#N/A,,,,
-,-,16,2018/11/9 16:12,063-895-BANANA 064-540-BANANA 064-539-BANANA,11594,まちかど端末（乗降ポイントから）,0,720,1,3,,2018/11/9 16:16,2018/11/9 16:22,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 16:17,2018/11/9 16:17,2018/11/9 16:32,2018/11/9 16:32,,2018/11/9 16:12,0:06:53,0:20:39,,00,03,,,2018/11/9 16:12,2018/11/9 16:22,43413.67543413.6819444444,#N/A,,,,
-,-,16,2018/11/9 16:12,019-790-RED,11595,乗客アプリ（目的地から）,3867,3,10,1,,2018/11/9 16:15,2018/11/9 16:24,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 16:17,2018/11/9 16:17,2018/11/9 16:33,2018/11/9 16:33,,2018/11/9 16:12,0:09:08,0:09:08,,00,02,,,2018/11/9 16:12,2018/11/9 16:24,43413.67543413.6833333333,#N/A,,,,
-,-,16,2018/11/9 16:13,019-746-RED,11596,乗客アプリ（地図から）,3388,709,8,1,,2018/11/9 16:15,2018/11/9 16:25,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 16:19,2018/11/9 16:19,2018/11/9 16:32,2018/11/9 16:32,,2018/11/9 16:13,0:10:36,0:10:36,,00,01,,,2018/11/9 16:13,2018/11/9 16:25,43413.675694444443413.6840277778,#N/A,,,,
-,-,16,2018/11/9 16:14,166-657-agekke,11597,乗客アプリ（地図から）,5522,189,5,1,,2018/11/9 16:20,2018/11/9 16:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 16:22,2018/11/9 16:22,2018/11/9 16:42,2018/11/9 16:42,,2018/11/9 16:14,0:07:24,0:07:24,,00,05,,,2018/11/9 16:14,2018/11/9 16:27,43413.676388888943413.6854166667,肯定的,,,,
-,-,16,2018/11/9 16:15,166-649-agekke,11598,乗客アプリ（地図から）,2225,936,2,1,,2018/11/9 16:23,2018/11/9 16:31,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 16:29,2018/11/9 16:29,2018/11/9 16:50,2018/11/9 16:50,,2018/11/9 16:15,0:07:38,0:07:38,,00,07,,,2018/11/9 16:15,2018/11/9 16:31,43413.677083333343413.6881944444,#N/A,,,,
-,-,16,2018/11/9 16:17,025-807-GREEN,11599,乗客アプリ（地図から）,4708,360,6,1,,2018/11/9 16:24,2018/11/9 16:35,35.443659 139.650847,横浜マリンタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 16:22,2018/11/9 16:22,2018/11/9 16:42,2018/11/9 16:42,,2018/11/9 16:17,0:11:07,0:11:07,,01,06,,,2018/11/9 16:17,2018/11/9 16:35,43413.678472222243413.6909722222,#N/A,,,,
-,-,16,2018/11/9 16:20,024-716-GREEN,11600,まちかど端末（乗降ポイントから）,0,150,4,1,,2018/11/9 16:23,2018/11/9 16:32,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 16:25,2018/11/9 16:25,2018/11/9 16:34,2018/11/9 16:34,,2018/11/9 16:20,0:08:35,0:08:35,,00,03,,,2018/11/9 16:20,2018/11/9 16:32,43413.680555555643413.6888888889,#N/A,,,,
-,-,16,2018/11/9 16:20,109-638-SNOW,11602,乗客アプリ（地図から）,5567,428,7,1,,2018/11/9 16:24,2018/11/9 16:30,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 16:23,2018/11/9 16:23,2018/11/9 16:35,2018/11/9 16:35,,2018/11/9 16:20,0:05:05,0:05:05,,01,04,,,2018/11/9 16:20,2018/11/9 16:30,43413.680555555643413.6875,肯定的,,,,
-,-,16,2018/11/9 16:21,020-406-GREEN 020-405-GREEN,11603,乗客アプリ（目的地から）,2458,281,3,2,,2018/11/9 16:27,2018/11/9 16:30,35.453715 139.638133,横浜ワールドポーターズ,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/9 16:30,2018/11/9 16:30,2018/11/9 16:37,2018/11/9 16:37,,2018/11/9 16:21,0:03:10,0:06:20,,00,05,,,2018/11/9 16:21,2018/11/9 16:30,43413.6812543413.6875,#N/A,,,,
-,-,16,2018/11/9 16:23,167-445-CAKE,11604,乗客アプリWeb（地図から）,5592,323,8,1,,2018/11/9 16:34,2018/11/9 16:44,35.443908 139.635249,イセザキ・モール,35.445783 139.642958,横浜情報文化センター,2018/11/9 16:35,2018/11/9 16:35,2018/11/9 16:42,2018/11/9 16:42,,2018/11/9 16:23,0:09:19,0:09:19,,00,11,,,2018/11/9 16:23,2018/11/9 16:44,43413.682638888943413.6972222222,肯定的,,,,
-,-,16,2018/11/9 16:23,062-827-BANANA 062-826-BANANA,11605,乗客アプリ（目的地から）,5641,383,9,2,,2018/11/9 16:31,2018/11/9 16:34,35.456605 139.635327,横浜ベイホテル東急,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 16:33,2018/11/9 16:33,2018/11/9 16:44,2018/11/9 16:44,,2018/11/9 16:23,0:03:09,0:06:18,,00,08,,,2018/11/9 16:23,2018/11/9 16:34,43413.682638888943413.6902777778,肯定的,,,,
-,-,16,2018/11/9 16:35,018-434-RED 019-335-RED 019-336-RED,11606,まちかど端末（店舗から）,0,949,2,3,,2018/11/9 16:38,2018/11/9 16:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 16:39,2018/11/9 16:39,2018/11/9 16:50,2018/11/9 16:50,,2018/11/9 16:35,0:05:06,0:15:18,,00,02,,,2018/11/9 16:35,2018/11/9 16:43,43413.690972222243413.6965277778,#N/A,,,,
-,-,16,2018/11/9 16:36,018-188-RED,11607,まちかど端末（店舗から）,0,565,7,1,,2018/11/9 16:38,2018/11/9 16:45,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 16:38,2018/11/9 16:38,2018/11/9 16:49,2018/11/9 16:49,,2018/11/9 16:36,0:07:23,0:07:23,,00,01,,,2018/11/9 16:36,2018/11/9 16:45,43413.691666666743413.6979166667,#N/A,,,,
★,-,16,2018/11/9 16:36,021-341-GREEN,11608,乗客アプリ（地図から）,2137,117,8,1,,2018/11/9 16:50,2018/11/9 17:00,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/9 16:46,2018/11/9 16:46,2018/11/9 16:56,2018/11/9 16:56,2018/11/9 16:46,2018/11/9 16:46,0:09:15,0:09:15,,04,04,,,2018/11/9 16:36,2018/11/9 17:00,43413.691666666743413.7083333333,#N/A,,,,
-,-,16,2018/11/9 16:37,104-150-SNOW 104-151-SNOW,11610,乗客アプリ（地図から）,5488,931,4,2,,2018/11/9 16:41,2018/11/9 16:46,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 16:44,2018/11/9 16:44,2018/11/9 16:56,2018/11/9 16:56,,2018/11/9 16:37,0:04:47,0:09:34,,00,04,,,2018/11/9 16:37,2018/11/9 16:46,43413.692361111143413.6986111111,#N/A,,,,
-,-,16,2018/11/9 16:39,063-092-BANANA 063-093-BANANA 063-094-BANANA,11613,まちかど端末（店舗から）,0,692,11,3,,2018/11/9 16:44,2018/11/9 16:46,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441441 139.648505,横浜中華街朱雀門,2018/11/9 16:42,2018/11/9 16:43,2018/11/9 16:47,2018/11/9 16:48,,2018/11/9 16:39,0:02:24,0:07:12,,01,04,,,2018/11/9 16:39,2018/11/9 16:46,43413.6937543413.6986111111,#N/A,,,,
-,-,16,2018/11/9 16:41,062-988-BANANA,11616,まちかど端末（乗降ポイントから）,0,540,6,1,,2018/11/9 16:54,2018/11/9 17:02,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 16:50,2018/11/9 16:58,2018/11/9 16:58,2018/11/9 17:07,,2018/11/9 16:41,0:08:07,0:08:07,,04,13,,,2018/11/9 16:41,2018/11/9 17:02,43413.695138888943413.7097222222,#N/A,,,,
★,-,16,2018/11/9 16:48,008-133-BLUE 020-914-GREEN,11619,乗客アプリ（簡単予約）,3620,634,2,2,,2018/11/9 16:59,2018/11/9 17:20,35.441002 139.650809,横浜元町ショッピングストリート,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 16:58,2018/11/9 16:58,2018/11/9 17:22,2018/11/9 17:26,2018/11/9 16:58,2018/11/9 16:58,0:21:24,0:42:48,,00,00,,,2018/11/9 16:48,2018/11/9 17:20,43413.743413.7222222222,#N/A,,,,
-,-,16,2018/11/9 16:49,070-414-ORANGE 070-415-ORANGE,11620,乗客アプリ（目的地から）,5404,386,7,2,,2018/11/9 16:55,2018/11/9 17:01,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 16:53,2018/11/9 16:53,2018/11/9 17:06,2018/11/9 17:06,,2018/11/9 16:49,0:06:01,0:12:02,,01,05,,,2018/11/9 16:49,2018/11/9 17:01,43413.700694444443413.7090277778,#N/A,,,,
-,-,16,2018/11/9 16:51,021-175-GREEN 021-173-GREEN,11622,乗客アプリ（地図から）,5562,644,3,2,,2018/11/9 16:56,2018/11/9 17:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 16:56,2018/11/9 16:56,2018/11/9 17:04,2018/11/9 17:04,,2018/11/9 16:51,0:05:48,0:11:36,,00,04,,,2018/11/9 16:51,2018/11/9 17:02,43413.702083333343413.7097222222,#N/A,,,,
-,-,16,2018/11/9 16:57,064-149-BANANA 063-095-BANANA 063-096-BANANA 064-150-BANANA,11628,まちかど端末（店舗から）,0,239,4,4,,2018/11/9 17:05,2018/11/9 17:12,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 17:06,2018/11/9 17:06,2018/11/9 17:17,2018/11/9 17:17,,2018/11/9 16:57,0:07:21,0:29:24,,00,07,,,2018/11/9 16:57,2018/11/9 17:12,43413.7062543413.7166666667,#N/A,,,,
★,☆,16,2018/11/9 15:09,102-873-SNOW,11548,乗客アプリ（地図から）,4580,364,2,1,2018/11/9 15:10,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 16:09,,2018/11/9 16:16,,2018/11/9 16:09,2018/11/9 16:09,0:00:00,0:00:00,,00,00,,,2018/11/9 15:09,1900/1/0 0:00,43413.631250,#N/A,,,,
★,☆,16,2018/11/9 15:30,020-406-GREEN 020-405-GREEN,11565,まちかど端末（店舗から）,0,647,1,2,2018/11/9 15:56,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 16:29,,2018/11/9 16:48,,2018/11/9 16:29,2018/11/9 16:29,0:00:00,0:00:00,,00,00,,,2018/11/9 15:30,1900/1/0 0:00,43413.64583333330,#N/A,,,,
★,☆,16,2018/11/9 15:44,141-998-STAR,11579,乗客アプリ（地図から）,930,550,9,1,2018/11/9 15:45,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 16:44,,2018/11/9 16:55,,2018/11/9 16:44,2018/11/9 16:44,0:00:00,0:00:00,,00,00,,,2018/11/9 15:44,1900/1/0 0:00,43413.65555555560,#N/A,,,,
-,☆,16,2018/11/9 16:05,026-197-GREEN,11586,乗客アプリ（地図から）,5639,187,11,1,2018/11/9 16:17,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 16:09,,2018/11/9 16:14,,,2018/11/9 16:05,0:00:00,0:00:00,,00,11,,,2018/11/9 16:05,1900/1/0 0:00,43413.67013888890,#N/A,,,,
-,☆,16,2018/11/9 16:05,166-657-agekke,11587,乗客アプリ（地図から）,5522,30,2,1,2018/11/9 16:14,,,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 16:11,,2018/11/9 16:24,,,2018/11/9 16:05,0:00:00,0:00:00,,00,08,,,2018/11/9 16:05,1900/1/0 0:00,43413.67013888890,#N/A,,,,
-,☆,16,2018/11/9 16:12,026-195-GREEN 026-196-GREEN,11593,まちかど端末（店舗から）,0,2,3,2,2018/11/9 16:13,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 16:15,,2018/11/9 16:22,,,2018/11/9 16:12,0:00:00,0:00:00,,00,03,,,2018/11/9 16:12,1900/1/0 0:00,43413.6750,#N/A,,,,
-,☆,16,2018/11/9 16:20,020-405-GREEN,11601,乗客アプリ（目的地から）,2458,52,7,1,2018/11/9 16:20,,,35.453715 139.638133,横浜ワールドポーターズ,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/9 16:23,,2018/11/9 16:29,,,2018/11/9 16:20,0:00:00,0:00:00,,00,02,,,2018/11/9 16:20,1900/1/0 0:00,43413.68055555560,#N/A,,,,
★,☆,16,2018/11/9 16:39,030-510-YELLOW,11612,まちかど端末（乗降ポイントから）,0,602,1,1,2018/11/9 17:30,2018/11/9 16:40,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/9 16:49,2018/11/9 16:49,2018/11/9 17:05,,2018/11/9 16:49,2018/11/9 16:49,,,,00,00,,,2018/11/9 16:39,1900/1/0 0:00,43413.693750,#N/A,,※手計算により修正,,
-,☆,16,2018/11/9 16:39,105-021-SNOW 105-020-SNOW,11614,乗客アプリ（地図から）,5649,659,6,2,2018/11/9 16:40,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 16:43,,2018/11/9 16:55,,,2018/11/9 16:39,0:00:00,0:00:00,,00,03,,,2018/11/9 16:39,1900/1/0 0:00,43413.693750,#N/A,,,,
-,☆,16,2018/11/9 16:50,021-173-GREEN,11621,乗客アプリ（地図から）,5562,604,3,1,2018/11/9 16:50,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 16:55,,2018/11/9 17:01,,,2018/11/9 16:50,0:00:00,0:00:00,,00,04,,,2018/11/9 16:50,1900/1/0 0:00,43413.70138888890,#N/A,,,,
-,☆,16,2018/11/9 16:53,167-445-CAKE,11624,乗客アプリWeb（地図から）,5592,351,5,1,2018/11/9 17:07,,,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/11/9 16:57,,2018/11/9 17:04,,,2018/11/9 16:53,0:00:00,0:00:00,,00,13,,,2018/11/9 16:53,1900/1/0 0:00,43413.70347222220,#N/A,,,,
-,☆,16,2018/11/9 16:55,064-150-BANANA,11626,まちかど端末（店舗から）,0,725,11,1,2018/11/9 16:55,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 17:05,,2018/11/9 17:13,,,2018/11/9 16:55,0:00:00,0:00:00,,00,10,,,2018/11/9 16:55,1900/1/0 0:00,43413.70486111110,#N/A,,,,
-,☆,16,2018/11/9 16:55,019-699-RED 019-694-RED,11627,乗客アプリ（地図から）,5344,192,2,2,2018/11/9 16:55,,,35.441002 139.650809,横浜元町ショッピングストリート,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 16:59,,2018/11/9 17:11,,,2018/11/9 16:55,0:00:00,0:00:00,,00,04,,,2018/11/9 16:55,1900/1/0 0:00,43413.70486111110,#N/A,,,,
